sample_index,filename,true_label,predicted_label,correct,confidence,true_class_probability,predicted_class_probability
69,tree_Sikar_Sikar_8_230_low_density_near_northwest_0_20250528_084451_454723.jpg,193,192,False,0.4183967113494873,0.3072817921638489,0.4183967113494873
70,tree_Sikar_Sikar_8_230_low_density_near_northwest_0_20250528_084451_454723.jpg,193,192,False,0.4183967113494873,0.3072817921638489,0.4183967113494873
114,tree_Sikar_Sikar_31_100_low_density_near_west_0_20250528_130944_724162.jpg,193,176,False,0.298647403717041,0.23108312487602234,0.298647403717041
125,tree_Sikar_Sikar_34_46_low_density_far_northeast_0_20250528_133823_822417.jpg,193,193,True,0.9793358445167542,0.9793358445167542,0.9793358445167542
170,tree_Sikar_Sikar_46_29_low_density_near_south_0_20250528_151105_502792.jpg,193,146,False,0.5951924324035645,0.004468473140150309,0.5951924324035645
217,tree_Sikar_Sikar_58_7_low_density_near_east_0_20250528_163923_549186.jpg,193,193,True,0.9847241640090942,0.9847241640090942,0.9847241640090942
224,tree_Sikar_Sikar_59_59_low_density_near_south_0_20250528_164825_997374.jpg,193,193,True,0.6895047426223755,0.6895047426223755,0.6895047426223755
225,tree_Sikar_Sikar_59_59_low_density_near_west_0_20250528_164826_597267.jpg,193,193,True,0.9987008571624756,0.9987008571624756,0.9987008571624756
266,tree_Sikar_Sikar_81_41_low_density_far_south_0_20250528_184407_633964.jpg,193,176,False,0.3306548297405243,0.011439669877290726,0.3306548297405243
277,tree_Sikar_Sikar_93_27_low_density_far_west_0_20250528_193319_343055.jpg,193,193,True,0.8244845271110535,0.8244845271110535,0.8244845271110535
289,tree_Sikar_Sikar_99_13_low_density_near_south_0_20250528_195250_673409.jpg,193,193,True,0.9543837904930115,0.9543837904930115,0.9543837904930115
349,tree_Jaipur_Jaipur_0_324_low_density_near_north_0_20250526_060127_601929.jpg,193,176,False,0.5437397956848145,0.011951910331845284,0.5437397956848145
411,tree_Jaipur_Jaipur_4_474_low_density_far_north_1_20250526_063801_085162.jpg,193,193,True,0.5441585183143616,0.5441585183143616,0.5441585183143616
438,tree_Jaipur_Jaipur_7_114_low_density_far_northeast_1_20250526_065737_403894.jpg,193,193,True,0.992493212223053,0.992493212223053,0.992493212223053
439,tree_Pali_Pali_7_148_low_density_far_southwest_0_20250526_065812_159985.jpg,193,189,False,0.5814189910888672,0.03772084414958954,0.5814189910888672
456,tree_Jaipur_Jaipur_10_39_low_density_far_west_0_20250526_071442_934460.jpg,193,23,False,0.5338348150253296,0.029582098126411438,0.5338348150253296
486,tree_Jaipur_Jaipur_13_108_low_density_near_east_0_20250526_073804_773210.jpg,193,23,False,0.5437208414077759,0.2832239270210266,0.5437208414077759
513,tree_Jaipur_Jaipur_19_212_low_density_far_east_0_20250526_082431_397629.jpg,193,23,False,0.7146446108818054,0.25229907035827637,0.7146446108818054
514,tree_Jaipur_Jaipur_19_287_low_density_near_west_0_20250526_082541_602947.jpg,193,193,True,0.1560732126235962,0.1560732126235962,0.1560732126235962
517,tree_Jaipur_Jaipur_20_224_low_density_near_east_0_20250526_083050_730036.jpg,193,193,True,0.9858585000038147,0.9858585000038147,0.9858585000038147
519,tree_Jaipur_Jaipur_20_236_low_density_near_northwest_0_20250526_083122_895928.jpg,193,23,False,0.7018337845802307,0.0049154735170304775,0.7018337845802307
536,tree_Jaipur_Jaipur_23_130_low_density_near_north_0_20250526_084706_506449.jpg,193,193,True,0.9995354413986206,0.9995354413986206,0.9995354413986206
555,tree_Jaipur_Jaipur_28_205_low_density_far_southwest_1_20250526_091417_065765.jpg,193,193,True,0.9928996562957764,0.9928996562957764,0.9928996562957764
601,tree_Jaipur_Jaipur_54_5_low_density_near_northwest_0_20250526_105437_346383.jpg,193,193,True,0.9262109994888306,0.9262109994888306,0.9262109994888306
631,tree_Jaipur_Jaipur_83_48_low_density_near_west_0_20250526_120649_417534.jpg,193,193,True,0.9088833332061768,0.9088833332061768,0.9088833332061768
639,tree_Jaipur_Jaipur_104_24_low_density_near_south_0_20250526_124926_688893.jpg,193,193,True,0.8445321917533875,0.8445321917533875,0.8445321917533875
651,tree_Jaipur_Jaipur_146_2_low_density_near_southwest_0_20250526_135704_667768.jpg,193,23,False,0.8260467648506165,0.06188471242785454,0.8260467648506165
658,tree_Sikar_Sikar_183_19_low_density_near_east_0_20250526_145051_766937.jpg,193,193,True,0.6427905559539795,0.6427905559539795,0.6427905559539795
767,tree_Pali_Pali_12_199_low_density_near_west_1_20250712_163737_216086.jpg,193,23,False,0.717969536781311,0.02268241159617901,0.717969536781311
