Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.6191126279863481,0.7162839572461701,0.5364890092926767,1465.0,488.0
Transitional plain zone of Inland drainage,0.6706586826347305,0.5763630939061686,0.2235207387120878,668.0,123.0
Semi arid eastern plain,0.552,0.6453092243186583,0.5469164355379319,250.0,106.0
Transitional plain zone of Luni Basin,0.6458333333333334,0.5964416165900789,0.7125726759511269,192.0,123.0
Flood prone eastern plain,0.5192307692307693,0.6607503025413473,0.5391788266858186,104.0,37.0
Sub humid southern plain and alluvial hill,0.5444444444444444,0.5338438735177865,0.5473337879423485,90.0,44.0
South eastern humid plain,0.47540983606557374,0.7967032967032968,0.7297094168092849,61.0,26.0
Arid Western Plain and Hyper Arid Partial irrigated,0.6792452830188679,0.6287878787878788,0.38719311069541484,53.0,9.0
Southern humid plain,0.6,0.75,0.675230918335469,40.0,18.0
Irrigated North Western Plain,0.7142857142857143,0.5,0.41666666666666663,7.0,2.0
