Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.7017064846416382,0.7101385838134955,0.42628402832476275,1465.0,333.0
Transitional plain zone of Inland drainage,0.6781437125748503,0.6974910394265234,0.3998324963555013,668.0,155.0
Semi arid eastern plain,0.716,0.6985563983361879,0.4765938826939409,250.0,67.0
Transitional plain zone of Luni Basin,0.921875,0.7332998493219488,0.20625469482443642,192.0,11.0
Flood prone eastern plain,0.5769230769230769,0.7434449374747882,0.6726284226147599,104.0,37.0
Sub humid southern plain and alluvial hill,0.7111111111111111,0.5654345654345655,0.19375572310018008,90.0,13.0
South eastern humid plain,0.7049180327868853,0.6149870801033592,0.42101679906193634,61.0,18.0
Arid Western Plain and Hyper Arid Partial irrigated,0.49056603773584906,0.5769230769230769,0.31878630333258695,53.0,13.0
Southern humid plain,0.55,0.7095959595959596,0.6508902618768609,40.0,18.0
Irrigated North Western Plain,0.5714285714285714,0.0,0.14285714285714285,7.0,1.0
