sample_index,skysat_filename,true_label,predicted_label,correct,confidence,true_class_probability,predicted_class_probability
12,tree_Nagaur_Nagaur_1_466_low_density_near_southwest_0_20250526_061050_582284_skysat.jpg,194,23,False,0.34268489480018616,0.032961342483758926,0.34268489480018616
28,tree_Nagaur_Nagaur_3_236_low_density_near_center_0_20250526_062545_525662_skysat.jpg,194,23,False,0.36665183305740356,0.04994647204875946,0.36665183305740356
30,tree_Nagaur_Nagaur_3_401_low_density_near_east_1_20250526_062848_532292_skysat.jpg,194,23,False,0.36857715249061584,0.04477448761463165,0.36857715249061584
34,tree_Pali_Pali_3_487_low_density_near_east_0_20250526_063006_568263_skysat.jpg,194,23,False,0.301737517118454,0.03259706124663353,0.301737517118454
40,tree_Nagaur_Nagaur_4_371_low_density_near_east_0_20250526_063557_593045_skysat.jpg,194,23,False,0.40214529633522034,0.07314793765544891,0.40214529633522034
70,tree_Pali_Pali_8_126_low_density_near_center_0_20250526_070313_242437_skysat.jpg,194,23,False,0.2867855727672577,0.033044468611478806,0.2867855727672577
86,tree_Pali_Pali_10_321_low_density_near_southeast_0_20250526_072002_890534_skysat.jpg,194,23,False,0.46939244866371155,0.0943937674164772,0.46939244866371155
87,tree_Pali_Pali_10_321_low_density_near_south_0_20250526_072003_044998_skysat.jpg,194,23,False,0.4601513147354126,0.09329932928085327,0.4601513147354126
101,tree_Nagaur_Nagaur_12_345_low_density_near_west_0_20250526_073453_405783_skysat.jpg,194,23,False,0.3524552881717682,0.038782838732004166,0.3524552881717682
104,tree_Jhunjhunu_Jhunjhunu_13_114_low_density_near_north_0_20250526_073824_588360_skysat.jpg,194,176,False,0.32658231258392334,0.025699792429804802,0.32658231258392334
147,tree_Bundi_Bundi_21_129_low_density_far_east_0_20250526_083608_130335_skysat.jpg,194,23,False,0.40116968750953674,0.03308061882853508,0.40116968750953674
177,tree_Pali_Pali_29_103_low_density_near_northeast_0_20250526_091830_953771_skysat.jpg,194,23,False,0.3761357069015503,0.05536270514130592,0.3761357069015503
241,tree_Sikar_Sikar_48_148_low_density_near_southeast_0_20250526_103623_410323_skysat.jpg,194,23,False,0.32640933990478516,0.027978505939245224,0.32640933990478516
371,tree_Jalore_Jalore_1_295_low_density_near_southeast_0_20250712_004111_775922_skysat.jpg,194,176,False,0.39215803146362305,0.02913404069840908,0.39215803146362305
428,tree_Balotra_Balotra_3_175_low_density_far_east_0_20250712_034606_636413_skysat.jpg,194,23,False,0.41276657581329346,0.07654207199811935,0.41276657581329346
429,tree_Kotputli-Behror_Kotputli-Behror_3_208_low_density_near_north_0_20250712_034827_189436_skysat.jpg,194,176,False,0.46617600321769714,0.035102393478155136,0.46617600321769714
453,tree_Pali_Pali_4_54_low_density_near_center_0_20250712_050136_093397_skysat.jpg,194,23,False,0.48525381088256836,0.1210465133190155,0.48525381088256836
459,tree_Jalore_Jalore_4_187_low_density_far_northwest_0_20250712_051327_083657_skysat.jpg,194,23,False,0.3653007447719574,0.03741547837853432,0.3653007447719574
460,tree_Balotra_Balotra_4_223_low_density_near_southeast_0_20250712_051553_796552_skysat.jpg,194,176,False,0.300380140542984,0.03751420974731445,0.300380140542984
470,tree_Balotra_Balotra_4_620_low_density_near_south_0_20250712_055103_365834_skysat.jpg,194,23,False,0.45780497789382935,0.11813177168369293,0.45780497789382935
498,tree_Bhilwara_Bhilwara_5_637_low_density_far_center_0_20250712_073202_510404_skysat.jpg,194,23,False,0.3377719819545746,0.034735940396785736,0.3377719819545746
549,tree_Bikaner_Bikaner_7_256_low_density_near_southwest_0_20250712_100538_389851_skysat.jpg,194,23,False,0.31818583607673645,0.02616502158343792,0.31818583607673645
619,tree_Pali_Pali_9_825_low_density_near_southwest_0_20250712_133551_847689_skysat.jpg,194,23,False,0.4700530469417572,0.12191073596477509,0.4700530469417572
641,tree_Pali_Pali_11_51_low_density_near_center_0_20250712_150907_744204_skysat.jpg,194,23,False,0.464447945356369,0.1271447390317917,0.464447945356369
642,tree_Pali_Pali_11_51_low_density_near_north_0_20250712_150910_422879_skysat.jpg,194,23,False,0.4271373748779297,0.08326365798711777,0.4271373748779297
643,tree_Pali_Pali_11_51_low_density_near_north_0_20250712_150910_422879_skysat.jpg,194,23,False,0.4271373748779297,0.08326365798711777,0.4271373748779297
664,tree_Pali_Pali_12_73_low_density_near_east_0_20250712_162617_818836_skysat.jpg,194,23,False,0.4215407967567444,0.06564213335514069,0.4215407967567444
677,tree_Nagaur_Nagaur_12_430_low_density_far_northeast_0_20250712_165903_707034_skysat.jpg,194,23,False,0.3539084494113922,0.0291390810161829,0.3539084494113922
695,tree_Bhilwara_Bhilwara_13_619_low_density_far_northwest_0_20250712_181858_338130_skysat.jpg,194,23,False,0.3171807527542114,0.038907427340745926,0.3171807527542114
717,tree_Pali_Pali_16_199_low_density_near_north_0_20250712_204345_603938_skysat.jpg,194,23,False,0.41739824414253235,0.06590577214956284,0.41739824414253235
755,tree_Pali_Pali_19_374_low_density_near_center_0_20250712_233802_902231_skysat.jpg,194,23,False,0.3853421211242676,0.059951163828372955,0.3853421211242676
764,tree_Tonk_Tonk_20_328_low_density_near_northwest_0_20250713_001703_730909_skysat.jpg,194,176,False,0.4561392068862915,0.040047772228717804,0.4561392068862915
769,tree_Pali_Pali_21_3_low_density_far_northeast_0_20250713_003142_300434_skysat.jpg,194,23,False,0.3314376771450043,0.03938613831996918,0.3314376771450043
812,tree_Nagaur_Nagaur_25_376_low_density_near_north_0_20250713_034504_692602_skysat.jpg,194,23,False,0.35610687732696533,0.024675650522112846,0.35610687732696533
827,tree_Pali_Pali_27_333_low_density_near_center_0_20250713_045012_962889_skysat.jpg,194,23,False,0.3856845498085022,0.04342961683869362,0.3856845498085022
831,tree_Chittorgarh_Chittorgarh_28_146_low_density_near_southwest_0_20250713_050940_194954_skysat.jpg,194,23,False,0.3319655656814575,0.032973527908325195,0.3319655656814575
