sample_index,skysat_filename,true_label,predicted_label,correct,confidence,true_class_probability,predicted_class_probability
5,tree_Jhunjhunu_Jhunjhunu_0_210_low_density_far_northeast_0_20250526_055934_550777_skysat.jpg,176,176,True,0.46818456053733826,0.46818456053733826,0.46818456053733826
11,tree_Nagaur_Nagaur_1_155_low_density_near_center_0_20250526_060452_469831_skysat.jpg,176,23,False,0.3587215840816498,0.17072424292564392,0.3587215840816498
16,tree_Jaipur_Jaipur_2_106_low_density_near_southwest_0_20250526_061405_750582_skysat.jpg,176,23,False,0.32183408737182617,0.19468070566654205,0.32183408737182617
17,tree_Jhunjhunu_Jhunjhunu_2_115_low_density_far_northwest_0_20250526_061428_153851_skysat.jpg,176,176,True,0.3082992136478424,0.3082992136478424,0.3082992136478424
18,tree_Nagaur_Nagaur_2_119_low_density_near_west_0_20250526_061431_538170_skysat.jpg,176,23,False,0.34472283720970154,0.22320954501628876,0.34472283720970154
24,tree_Jaipur_Jaipur_2_457_low_density_near_southeast_0_20250526_062118_701936_skysat.jpg,176,23,False,0.4333569407463074,0.19791841506958008,0.4333569407463074
35,tree_Jaipur_Jaipur_4_51_low_density_near_south_0_20250526_063126_548251_skysat.jpg,176,176,True,0.4455934166908264,0.4455934166908264,0.4455934166908264
46,tree_Jaipur_Jaipur_5_271_low_density_near_southeast_0_20250526_064245_878303_skysat.jpg,176,176,True,0.297671914100647,0.297671914100647,0.297671914100647
49,tree_Jaipur_Jaipur_5_395_low_density_near_west_0_20250526_064508_235590_skysat.jpg,176,23,False,0.428300142288208,0.17701095342636108,0.428300142288208
50,tree_Jaipur_Jaipur_6_8_low_density_near_south_0_20250526_064655_676273_skysat.jpg,176,23,False,0.34858807921409607,0.19056624174118042,0.34858807921409607
52,tree_Jhunjhunu_Jhunjhunu_6_30_low_density_near_west_0_20250526_064720_655108_skysat.jpg,176,23,False,0.2640421688556671,0.2501339912414551,0.2640421688556671
53,tree_Jaipur_Jaipur_6_67_low_density_near_center_0_20250526_064755_775314_skysat.jpg,176,23,False,0.41923806071281433,0.20617516338825226,0.41923806071281433
54,tree_Jhunjhunu_Jhunjhunu_6_71_low_density_far_northwest_0_20250526_064800_109147_skysat.jpg,176,176,True,0.2844334542751312,0.2844334542751312,0.2844334542751312
55,tree_Nagaur_Nagaur_6_304_low_density_far_northeast_0_20250526_065216_367212_skysat.jpg,176,23,False,0.3835921883583069,0.17097090184688568,0.3835921883583069
57,tree_Nagaur_Nagaur_6_341_low_density_far_east_0_20250526_065255_633399_skysat.jpg,176,23,False,0.39022406935691833,0.18542005121707916,0.39022406935691833
66,tree_Jhunjhunu_Jhunjhunu_7_240_low_density_near_west_0_20250526_070000_645653_skysat.jpg,176,176,True,0.2531297206878662,0.2531297206878662,0.2531297206878662
82,tree_Jaipur_Jaipur_10_179_low_density_far_east_0_20250526_071746_093970_skysat.jpg,176,23,False,0.3684682548046112,0.18449826538562775,0.3684682548046112
85,tree_Jaipur_Jaipur_10_305_low_density_far_southeast_0_20250526_071945_261124_skysat.jpg,176,23,False,0.40341949462890625,0.2094513475894928,0.40341949462890625
88,tree_Sikar_Sikar_11_27_low_density_near_east_0_20250526_072032_558712_skysat.jpg,176,23,False,0.3003697991371155,0.2422279566526413,0.3003697991371155
91,tree_Jhunjhunu_Jhunjhunu_11_113_low_density_near_west_0_20250526_072247_345488_skysat.jpg,176,176,True,0.45317503809928894,0.45317503809928894,0.45317503809928894
96,tree_Jaipur_Jaipur_12_18_low_density_near_east_0_20250526_072712_045413_skysat.jpg,176,23,False,0.3376865088939667,0.20958499610424042,0.3376865088939667
97,tree_Jaipur_Jaipur_12_26_low_density_near_southwest_1_20250526_072733_887083_skysat.jpg,176,23,False,0.37225478887557983,0.17351312935352325,0.37225478887557983
103,tree_Jaipur_Jaipur_13_9_low_density_near_center_0_20250526_073603_368149_skysat.jpg,176,23,False,0.4366626739501953,0.17960365116596222,0.4366626739501953
111,tree_Jhunjhunu_Jhunjhunu_14_302_low_density_far_southeast_0_20250526_075053_593763_skysat.jpg,176,176,True,0.30050432682037354,0.30050432682037354,0.30050432682037354
114,tree_Jhunjhunu_Jhunjhunu_15_12_low_density_far_north_0_20250526_075243_909043_skysat.jpg,176,176,True,0.2614058554172516,0.2614058554172516,0.2614058554172516
117,tree_Nagaur_Nagaur_15_175_low_density_near_center_0_20250526_075620_053968_skysat.jpg,176,23,False,0.3239777982234955,0.22139161825180054,0.3239777982234955
126,tree_Jhunjhunu_Jhunjhunu_16_214_low_density_far_northwest_0_20250526_080443_050124_skysat.jpg,176,176,True,0.4774996042251587,0.4774996042251587,0.4774996042251587
129,tree_Sikar_Sikar_18_10_low_density_near_east_0_20250526_081419_574533_skysat.jpg,176,176,True,0.30410677194595337,0.30410677194595337,0.30410677194595337
133,tree_Nagaur_Nagaur_19_42_low_density_near_east_0_20250526_082056_380470_skysat.jpg,176,23,False,0.34020736813545227,0.27494317293167114,0.34020736813545227
135,tree_Nagaur_Nagaur_19_202_low_density_near_southwest_0_20250526_082413_083661_skysat.jpg,176,23,False,0.32608500123023987,0.17682741582393646,0.32608500123023987
146,tree_Alwar_Alwar_21_125_low_density_near_northwest_0_20250526_083557_910396_skysat.jpg,176,23,False,0.31355902552604675,0.25618135929107666,0.31355902552604675
148,tree_Jhunjhunu_Jhunjhunu_21_147_low_density_near_south_0_20250526_083624_040272_skysat.jpg,176,23,False,0.304989218711853,0.20882239937782288,0.304989218711853
152,tree_Jaipur_Jaipur_22_226_low_density_near_west_0_20250526_084352_288821_skysat.jpg,176,23,False,0.30098551511764526,0.2419849932193756,0.30098551511764526
153,tree_Jaipur_Jaipur_22_250_low_density_far_southeast_0_20250526_084414_586619_skysat.jpg,176,23,False,0.3924024999141693,0.1706756055355072,0.3924024999141693
154,tree_Jaipur_Jaipur_23_34_low_density_near_center_0_20250526_084541_450560_skysat.jpg,176,23,False,0.3459835350513458,0.2238742858171463,0.3459835350513458
159,tree_Jaipur_Jaipur_24_78_low_density_near_southeast_0_20250526_085137_878535_skysat.jpg,176,23,False,0.3901701867580414,0.20563694834709167,0.3901701867580414
162,tree_Jhunjhunu_Jhunjhunu_25_47_low_density_far_southeast_0_20250526_085721_906701_skysat.jpg,176,176,True,0.3205440640449524,0.3205440640449524,0.3205440640449524
170,tree_Jhunjhunu_Jhunjhunu_27_142_low_density_far_west_0_20250526_090819_961651_skysat.jpg,176,23,False,0.2887904644012451,0.23040714859962463,0.2887904644012451
172,tree_Jaipur_Jaipur_27_183_low_density_near_southwest_0_20250526_090853_791088_skysat.jpg,176,23,False,0.30679357051849365,0.26880237460136414,0.30679357051849365
182,tree_Jhunjhunu_Jhunjhunu_31_13_low_density_far_north_0_20250526_092602_478509_skysat.jpg,176,176,True,0.29943937063217163,0.29943937063217163,0.29943937063217163
191,tree_Jhunjhunu_Jhunjhunu_34_7_low_density_near_southwest_0_20250526_093903_816443_skysat.jpg,176,176,True,0.4005669057369232,0.4005669057369232,0.4005669057369232
197,tree_Jhunjhunu_Jhunjhunu_35_66_low_density_near_center_0_20250526_094446_112941_skysat.jpg,176,23,False,0.2949868142604828,0.2553738057613373,0.2949868142604828
200,tree_Jaipur_Jaipur_35_158_low_density_near_north_0_20250526_094713_468648_skysat.jpg,176,23,False,0.3750409781932831,0.21195803582668304,0.3750409781932831
203,tree_Alwar_Alwar_37_26_low_density_near_east_0_20250526_095216_274167_skysat.jpg,176,176,True,0.4675127863883972,0.4675127863883972,0.4675127863883972
205,tree_Jaipur_Jaipur_37_41_low_density_near_north_0_20250526_095235_959981_skysat.jpg,176,23,False,0.36584481596946716,0.23462072014808655,0.36584481596946716
213,tree_Sikar_Sikar_38_60_low_density_near_northeast_0_20250526_095718_035941_skysat.jpg,176,176,True,0.29578161239624023,0.29578161239624023,0.29578161239624023
216,tree_Jaipur_Jaipur_39_31_low_density_near_southeast_0_20250526_100112_641324_skysat.jpg,176,23,False,0.3123359680175781,0.23086529970169067,0.3123359680175781
220,tree_Jhunjhunu_Jhunjhunu_41_109_low_density_near_southeast_0_20250526_101232_674310_skysat.jpg,176,146,False,0.2518276870250702,0.2440674751996994,0.2518276870250702
230,tree_Sikar_Sikar_45_130_low_density_far_southeast_0_20250526_102655_708734_skysat.jpg,176,176,True,0.3131803870201111,0.3131803870201111,0.3131803870201111
243,tree_Jhunjhunu_Jhunjhunu_49_57_low_density_near_northwest_0_20250526_103754_353459_skysat.jpg,176,176,True,0.5214080214500427,0.5214080214500427,0.5214080214500427
248,tree_Jaipur_Jaipur_53_108_low_density_near_northeast_0_20250526_105328_040393_skysat.jpg,176,23,False,0.37361952662467957,0.19218803942203522,0.37361952662467957
250,tree_Jaipur_Jaipur_54_33_low_density_near_northeast_0_20250526_105532_334355_skysat.jpg,176,23,False,0.3414268493652344,0.20197917520999908,0.3414268493652344
257,tree_Jhunjhunu_Jhunjhunu_63_28_low_density_near_east_0_20250526_112031_275733_skysat.jpg,176,176,True,0.4572560787200928,0.4572560787200928,0.4572560787200928
259,tree_Jhunjhunu_Jhunjhunu_64_6_low_density_far_north_0_20250526_112246_147077_skysat.jpg,176,23,False,0.2887904644012451,0.23040714859962463,0.2887904644012451
261,tree_Jaipur_Jaipur_65_21_low_density_near_east_0_20250526_112619_095633_skysat.jpg,176,23,False,0.3325813114643097,0.21606139838695526,0.3325813114643097
263,tree_Jaipur_Jaipur_66_67_low_density_near_south_0_20250526_112925_030472_skysat.jpg,176,23,False,0.4055196940898895,0.17738327383995056,0.4055196940898895
267,tree_Jhunjhunu_Jhunjhunu_68_68_low_density_near_southeast_0_20250526_113505_007350_skysat.jpg,176,23,False,0.2576233148574829,0.24707870185375214,0.2576233148574829
270,tree_Jaipur_Jaipur_70_59_low_density_far_northwest_0_20250526_113959_420937_skysat.jpg,176,23,False,0.35779476165771484,0.17062468826770782,0.35779476165771484
271,tree_Jaipur_Jaipur_71_4_low_density_near_north_0_20250526_114042_056567_skysat.jpg,176,23,False,0.4475574195384979,0.17377184331417084,0.4475574195384979
272,tree_Jhunjhunu_Jhunjhunu_72_1_low_density_far_southwest_0_20250526_114305_434197_skysat.jpg,176,176,True,0.2990996241569519,0.2990996241569519,0.2990996241569519
274,tree_Jaipur_Jaipur_74_80_low_density_near_center_0_20250526_114901_921674_skysat.jpg,176,23,False,0.4243745803833008,0.18036897480487823,0.4243745803833008
276,tree_Alwar_Alwar_75_14_low_density_far_center_0_20250526_114953_314621_skysat.jpg,176,23,False,0.36376771330833435,0.313467413187027,0.36376771330833435
277,tree_Jaipur_Jaipur_77_69_low_density_far_east_0_20250526_115538_380706_skysat.jpg,176,23,False,0.39861541986465454,0.18408924341201782,0.39861541986465454
285,tree_Jhunjhunu_Jhunjhunu_95_41_low_density_far_north_0_20250526_122924_845651_skysat.jpg,176,23,False,0.2759198844432831,0.24895037710666656,0.2759198844432831
289,tree_Sikar_Sikar_109_12_low_density_far_southwest_0_20250526_125838_977102_skysat.jpg,176,23,False,0.30395498871803284,0.2790416181087494,0.30395498871803284
292,tree_Sikar_Sikar_115_24_low_density_near_west_0_20250526_130929_535083_skysat.jpg,176,23,False,0.3513765037059784,0.22629331052303314,0.3513765037059784
306,tree_Sikar_Sikar_134_3_low_density_near_southeast_0_20250526_133818_210834_skysat.jpg,176,23,False,0.3057476282119751,0.28025442361831665,0.3057476282119751
314,tree_Jaipur_Jaipur_155_18_low_density_far_north_0_20250526_141023_828004_skysat.jpg,176,23,False,0.38896286487579346,0.17815370857715607,0.38896286487579346
321,tree_Sikar_Sikar_177_1_low_density_near_east_1_20250526_144145_681859_skysat.jpg,176,23,False,0.2836678922176361,0.27121466398239136,0.2836678922176361
325,tree_Jhunjhunu_Jhunjhunu_184_11_low_density_near_south_0_20250526_145201_258939_skysat.jpg,176,176,True,0.4987051784992218,0.4987051784992218,0.4987051784992218
326,tree_Kotputli-Behror_Kotputli-Behror_0_0_low_density_near_center_0_20250711_222846_372320_skysat.jpg,176,176,True,0.3582328259944916,0.3582328259944916,0.3582328259944916
327,tree_Dausa_Dausa_0_22_low_density_near_east_0_20250711_223051_568209_skysat.jpg,176,23,False,0.33265507221221924,0.3019835352897644,0.33265507221221924
333,tree_Dausa_Dausa_0_375_low_density_near_south_0_20250711_230404_421628_skysat.jpg,176,23,False,0.3827580213546753,0.21060077846050262,0.3827580213546753
334,tree_Bundi_Bundi_0_393_low_density_far_southwest_0_20250711_230627_899575_skysat.jpg,176,176,True,0.45829614996910095,0.45829614996910095,0.45829614996910095
338,tree_Dausa_Dausa_0_505_low_density_near_south_0_20250711_231818_065642_skysat.jpg,176,23,False,0.4027993381023407,0.19809985160827637,0.4027993381023407
343,tree_Bharatpur_Bharatpur_0_642_low_density_near_southeast_0_20250711_233149_965610_skysat.jpg,176,176,True,0.30421510338783264,0.30421510338783264,0.30421510338783264
344,tree_Pratapgarh_Pratapgarh_0_664_low_density_far_northeast_0_20250711_233412_454644_skysat.jpg,176,176,True,0.378174751996994,0.378174751996994,0.378174751996994
352,tree_Nagaur_Nagaur_0_886_low_density_near_northwest_0_20250711_235223_858441_skysat.jpg,176,23,False,0.2991486191749573,0.22358813881874084,0.2991486191749573
356,tree_Kotputli-Behror_Kotputli-Behror_0_941_low_density_near_north_0_20250711_235801_579140_skysat.jpg,176,176,True,0.42525145411491394,0.42525145411491394,0.42525145411491394
359,tree_Nagaur_Nagaur_0_1100_low_density_near_northeast_0_20250712_001120_476959_skysat.jpg,176,176,True,0.38547462224960327,0.38547462224960327,0.38547462224960327
360,tree_Bharatpur_Bharatpur_1_17_low_density_near_north_0_20250712_001421_216943_skysat.jpg,176,176,True,0.4100533127784729,0.4100533127784729,0.4100533127784729
