Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.6238907849829352,0.6584528164169337,0.46579074657692554,1465.0,488.0
Transitional plain zone of Inland drainage,0.7110778443113772,0.5491758036846424,0.2164329726096852,668.0,123.0
Semi arid eastern plain,0.556,0.5542452830188679,0.45798477162153967,250.0,106.0
Transitional plain zone of Luni Basin,0.5677083333333334,0.5356427477318251,0.6798144214820162,192.0,123.0
Flood prone eastern plain,0.5384615384615384,0.5377168212989109,0.45083477097815405,104.0,37.0
Sub humid southern plain and alluvial hill,0.45555555555555555,0.47702569169960474,0.5225525501948408,90.0,44.0
South eastern humid plain,0.5409836065573771,0.6318681318681318,0.5588550257895402,61.0,26.0
Arid Western Plain and Hyper Arid Partial irrigated,0.660377358490566,0.6035353535353535,0.24922325655408362,53.0,9.0
Southern humid plain,0.525,0.6085858585858586,0.5486141253598559,40.0,18.0
Irrigated North Western Plain,0.7142857142857143,0.5,0.41666666666666663,7.0,2.0
