Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.6559726962457337,0.688401298825327,0.419329018773109,1465.0,333.0
Transitional plain zone of Inland drainage,0.6332335329341318,0.6703515060051563,0.37376576866726424,668.0,155.0
Semi arid eastern plain,0.696,0.6395073811271511,0.4396608160199236,250.0,67.0
Transitional plain zone of Luni Basin,0.8020833333333334,0.7167252636865896,0.2524935978682881,192.0,11.0
Flood prone eastern plain,0.6057692307692307,0.7797498991528843,0.6868871157757197,104.0,37.0
Sub humid southern plain and alluvial hill,0.6111111111111112,0.6663336663336663,0.2272885504681263,90.0,13.0
South eastern humid plain,0.7213114754098361,0.6873385012919896,0.5622573005680344,61.0,18.0
Arid Western Plain and Hyper Arid Partial irrigated,0.4528301886792453,0.6480769230769231,0.35993307801635643,53.0,13.0
Southern humid plain,0.575,0.7626262626262627,0.7331185977532503,40.0,18.0
Irrigated North Western Plain,0.14285714285714285,0.16666666666666663,0.16666666666666666,7.0,1.0
