Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.625938566552901,0.7243800023491115,0.559023572326362,1465.0,488.0
Transitional plain zone of Inland drainage,0.6811377245508982,0.5687402103378832,0.2293965405592246,668.0,123.0
Semi arid eastern plain,0.556,0.6563155136268345,0.576962061804866,250.0,106.0
Transitional plain zone of Luni Basin,0.640625,0.6095204430305172,0.7346874435102548,192.0,123.0
Flood prone eastern plain,0.5192307692307693,0.6942315449778136,0.654602349805945,104.0,37.0
Sub humid southern plain and alluvial hill,0.5444444444444444,0.5580533596837944,0.5571992579188236,90.0,44.0
South eastern humid plain,0.5573770491803278,0.7681318681318682,0.6885805039544984,61.0,26.0
Arid Western Plain and Hyper Arid Partial irrigated,0.6415094339622641,0.6085858585858587,0.2868363292261258,53.0,9.0
Southern humid plain,0.625,0.7752525252525253,0.7056200473986985,40.0,18.0
Irrigated North Western Plain,0.5714285714285714,0.39999999999999997,0.3333333333333333,7.0,2.0
