Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.6914675767918089,0.7228138032024958,0.44104194653031825,1465.0,333.0
Transitional plain zone of Inland drainage,0.6601796407185628,0.7125951078412879,0.41418951942743354,668.0,155.0
Semi arid eastern plain,0.7,0.71176902373379,0.48322033917386015,250.0,67.0
Transitional plain zone of Luni Basin,0.921875,0.747865394274234,0.25377180538732164,192.0,11.0
Flood prone eastern plain,0.6057692307692307,0.7486889874949576,0.6985526159839717,104.0,37.0
Sub humid southern plain and alluvial hill,0.7,0.5674325674325675,0.1788093205513897,90.0,13.0
South eastern humid plain,0.6557377049180327,0.603359173126615,0.4255761553444213,61.0,18.0
Arid Western Plain and Hyper Arid Partial irrigated,0.5283018867924528,0.576923076923077,0.33340744835771363,53.0,13.0
Southern humid plain,0.6,0.73989898989899,0.69093906938652,40.0,18.0
Irrigated North Western Plain,0.2857142857142857,0.16666666666666663,0.16666666666666666,7.0,1.0
