probability,true_label,species
0.3317865,0.0,Prosopis cineraria
0.20304081,0.0,Prosopis cineraria
0.5735609,0.0,Prosopis cineraria
0.92163223,1.0,Prosopis cineraria
0.7713064,0.0,Prosopis cineraria
0.47680616,0.0,Prosopis cineraria
0.12266028,0.0,Prosopis cineraria
0.7150929,0.0,Prosopis cineraria
0.05705781,0.0,Prosopis cineraria
0.5735609,0.0,Prosopis cineraria
0.2266292,0.0,Prosopis cineraria
0.2753908,0.0,Prosopis cineraria
0.17231393,0.0,Prosopis cineraria
0.54574156,0.0,Prosopis cineraria
0.035481807,0.0,Prosopis cineraria
0.027416417,0.0,Prosopis cineraria
0.047753505,0.0,Prosopis cineraria
0.8752091,1.0,Prosopis cineraria
0.74467003,0.0,Prosopis cineraria
0.10872571,0.0,Prosopis cineraria
0.3553026,0.0,Prosopis cineraria
0.3189655,0.0,Prosopis cineraria
0.21925506,0.0,Prosopis cineraria
0.8348104,0.0,Prosopis cineraria
0.013210118,0.0,Prosopis cineraria
0.49471924,0.0,Prosopis cineraria
0.44312012,0.0,Prosopis cineraria
0.18235916,0.0,Prosopis cineraria
0.84254676,1.0,Prosopis cineraria
0.22447877,0.0,Prosopis cineraria
0.46529704,0.0,Prosopis cineraria
0.46555766,0.0,Prosopis cineraria
0.5576043,1.0,Prosopis cineraria
0.6756062,0.0,Prosopis cineraria
0.20758003,0.0,Prosopis cineraria
0.18787296,0.0,Prosopis cineraria
0.75791997,1.0,Prosopis cineraria
0.3244244,0.0,Prosopis cineraria
0.8217151,0.0,Prosopis cineraria
0.6125936,0.0,Prosopis cineraria
0.057515826,0.0,Prosopis cineraria
0.22881556,0.0,Prosopis cineraria
0.12688163,0.0,Prosopis cineraria
0.50476396,0.0,Prosopis cineraria
0.10917931,0.0,Prosopis cineraria
0.041159283,0.0,Prosopis cineraria
0.3654123,0.0,Prosopis cineraria
0.19317466,0.0,Prosopis cineraria
0.057848256,0.0,Prosopis cineraria
0.18613122,1.0,Prosopis cineraria
0.39348155,0.0,Prosopis cineraria
0.08651323,0.0,Prosopis cineraria
0.1137905,0.0,Prosopis cineraria
0.78229564,0.0,Prosopis cineraria
0.39693138,0.0,Prosopis cineraria
0.22619885,0.0,Prosopis cineraria
0.326228,0.0,Prosopis cineraria
0.022313034,0.0,Prosopis cineraria
0.046104617,0.0,Prosopis cineraria
0.15024729,0.0,Prosopis cineraria
0.36808684,0.0,Prosopis cineraria
0.4562706,0.0,Prosopis cineraria
0.27674493,0.0,Prosopis cineraria
0.67908585,0.0,Prosopis cineraria
0.19528015,0.0,Prosopis cineraria
0.061097298,0.0,Prosopis cineraria
0.5330513,1.0,Prosopis cineraria
0.022601433,0.0,Prosopis cineraria
0.012070257,0.0,Prosopis cineraria
0.24111071,0.0,Prosopis cineraria
0.55028045,0.0,Prosopis cineraria
0.018939117,0.0,Prosopis cineraria
0.051000576,0.0,Prosopis cineraria
0.4887612,0.0,Prosopis cineraria
0.85331595,1.0,Prosopis cineraria
0.22439986,0.0,Prosopis cineraria
0.10623889,0.0,Prosopis cineraria
0.6495271,0.0,Prosopis cineraria
0.09917293,0.0,Prosopis cineraria
0.03334569,0.0,Prosopis cineraria
0.30807558,0.0,Prosopis cineraria
0.16853362,0.0,Prosopis cineraria
0.22164029,0.0,Prosopis cineraria
0.7339257,1.0,Prosopis cineraria
0.283909,0.0,Prosopis cineraria
0.17839572,0.0,Prosopis cineraria
0.3259066,0.0,Prosopis cineraria
0.6931935,1.0,Prosopis cineraria
0.029571434,0.0,Prosopis cineraria
0.78299093,0.0,Prosopis cineraria
0.027160289,0.0,Prosopis cineraria
0.7585004,0.0,Prosopis cineraria
0.6676251,0.0,Prosopis cineraria
0.10350925,0.0,Prosopis cineraria
0.3244387,0.0,Prosopis cineraria
0.04605202,0.0,Prosopis cineraria
0.12544139,0.0,Prosopis cineraria
0.26527098,0.0,Prosopis cineraria
0.7763987,0.0,Prosopis cineraria
0.81578904,0.0,Prosopis cineraria
0.14442235,0.0,Prosopis cineraria
0.8724155,1.0,Prosopis cineraria
0.09642353,0.0,Prosopis cineraria
0.62550175,1.0,Prosopis cineraria
0.92316854,0.0,Prosopis cineraria
0.7849323,1.0,Prosopis cineraria
0.39018887,1.0,Prosopis cineraria
0.26396963,0.0,Prosopis cineraria
0.21158583,0.0,Prosopis cineraria
0.0067116814,0.0,Prosopis cineraria
0.09721117,0.0,Prosopis cineraria
0.056426212,0.0,Prosopis cineraria
0.32017034,0.0,Prosopis cineraria
0.61786366,0.0,Prosopis cineraria
0.22027645,0.0,Prosopis cineraria
0.27021655,0.0,Prosopis cineraria
0.9450398,0.0,Prosopis cineraria
0.7717055,0.0,Prosopis cineraria
0.31260306,0.0,Prosopis cineraria
0.5281173,0.0,Prosopis cineraria
0.25763407,0.0,Prosopis cineraria
0.32159835,0.0,Prosopis cineraria
0.05825642,0.0,Prosopis cineraria
0.3917933,0.0,Prosopis cineraria
0.7642846,0.0,Prosopis cineraria
0.22432734,0.0,Prosopis cineraria
0.17756715,0.0,Prosopis cineraria
0.042488728,0.0,Prosopis cineraria
0.35420418,0.0,Prosopis cineraria
0.1305766,0.0,Prosopis cineraria
0.22761507,1.0,Prosopis cineraria
0.112226024,0.0,Prosopis cineraria
0.08093488,0.0,Prosopis cineraria
0.9243632,1.0,Prosopis cineraria
0.89591813,0.0,Prosopis cineraria
0.32328066,0.0,Prosopis cineraria
0.8985078,1.0,Prosopis cineraria
0.5254363,0.0,Prosopis cineraria
0.6957802,1.0,Prosopis cineraria
0.06864788,0.0,Prosopis cineraria
0.06621268,0.0,Prosopis cineraria
0.5999387,0.0,Prosopis cineraria
0.19658473,1.0,Prosopis cineraria
0.4599202,0.0,Prosopis cineraria
0.35972992,0.0,Prosopis cineraria
0.07930541,0.0,Prosopis cineraria
0.04360593,0.0,Prosopis cineraria
0.6197491,0.0,Prosopis cineraria
0.011482883,0.0,Prosopis cineraria
0.1959499,0.0,Prosopis cineraria
0.48131776,0.0,Prosopis cineraria
0.13268004,0.0,Prosopis cineraria
0.35517853,0.0,Prosopis cineraria
0.2614842,0.0,Prosopis cineraria
0.34546348,1.0,Prosopis cineraria
0.106451534,0.0,Prosopis cineraria
0.6458354,1.0,Prosopis cineraria
0.75875103,0.0,Prosopis cineraria
0.5335047,0.0,Prosopis cineraria
0.21864319,0.0,Prosopis cineraria
0.13571331,0.0,Prosopis cineraria
0.18448292,0.0,Prosopis cineraria
0.08145282,0.0,Prosopis cineraria
0.8300691,0.0,Prosopis cineraria
0.6765083,0.0,Prosopis cineraria
0.3940551,0.0,Prosopis cineraria
0.3100259,0.0,Prosopis cineraria
0.4896074,0.0,Prosopis cineraria
0.19422431,0.0,Prosopis cineraria
0.29362836,1.0,Prosopis cineraria
0.74964726,0.0,Prosopis cineraria
0.34623906,0.0,Prosopis cineraria
0.009497647,0.0,Prosopis cineraria
0.69052535,0.0,Prosopis cineraria
0.035551026,0.0,Prosopis cineraria
0.07354194,0.0,Prosopis cineraria
0.25754085,0.0,Prosopis cineraria
0.06624648,0.0,Prosopis cineraria
0.88509816,1.0,Prosopis cineraria
0.6990439,0.0,Prosopis cineraria
0.06269509,0.0,Prosopis cineraria
0.017204195,0.0,Prosopis cineraria
0.056389447,0.0,Prosopis cineraria
0.6168431,0.0,Prosopis cineraria
0.25004706,0.0,Prosopis cineraria
0.1893199,0.0,Prosopis cineraria
0.0011984754,0.0,Prosopis cineraria
0.65056145,0.0,Prosopis cineraria
0.8085443,0.0,Prosopis cineraria
0.4026464,0.0,Prosopis cineraria
0.06313535,0.0,Prosopis cineraria
0.10735215,0.0,Prosopis cineraria
0.29094785,0.0,Prosopis cineraria
0.07409793,0.0,Prosopis cineraria
0.31121787,1.0,Prosopis cineraria
0.42357358,0.0,Prosopis cineraria
0.21835102,0.0,Prosopis cineraria
0.0075803073,0.0,Prosopis cineraria
0.3553026,0.0,Prosopis cineraria
0.2980715,0.0,Prosopis cineraria
0.7593035,1.0,Prosopis cineraria
0.18478958,0.0,Prosopis cineraria
0.49783245,1.0,Prosopis cineraria
0.3575878,0.0,Prosopis cineraria
0.60482526,0.0,Prosopis cineraria
0.18290187,0.0,Prosopis cineraria
0.88880706,1.0,Prosopis cineraria
0.048340864,0.0,Prosopis cineraria
0.16369797,0.0,Prosopis cineraria
0.5194278,0.0,Prosopis cineraria
0.004971823,0.0,Prosopis cineraria
