probability,true_label,species
0.020587843,0.0,prosopis juliflora
0.011570041,0.0,prosopis juliflora
0.014745825,0.0,prosopis juliflora
0.1473695,0.0,prosopis juliflora
0.24912249,0.0,prosopis juliflora
0.0015775671,0.0,prosopis juliflora
0.06630018,0.0,prosopis juliflora
0.93407446,0.0,prosopis juliflora
0.23359188,0.0,prosopis juliflora
0.042888824,0.0,prosopis juliflora
0.024776192,0.0,prosopis juliflora
0.85867304,1.0,prosopis juliflora
0.112871744,0.0,prosopis juliflora
0.011032716,0.0,prosopis juliflora
0.080616005,0.0,prosopis juliflora
0.0027789103,0.0,prosopis juliflora
0.06373824,0.0,prosopis juliflora
0.05853323,0.0,prosopis juliflora
0.2822181,0.0,prosopis juliflora
0.6273352,1.0,prosopis juliflora
0.3813267,0.0,prosopis juliflora
0.010614495,0.0,prosopis juliflora
0.032394134,0.0,prosopis juliflora
0.057074677,0.0,prosopis juliflora
0.047021072,0.0,prosopis juliflora
0.32837686,0.0,prosopis juliflora
0.58630407,0.0,prosopis juliflora
0.09352934,0.0,prosopis juliflora
0.00811464,0.0,prosopis juliflora
0.1568334,0.0,prosopis juliflora
0.019237176,0.0,prosopis juliflora
0.00168064,0.0,prosopis juliflora
0.52035165,0.0,prosopis juliflora
0.0063325153,0.0,prosopis juliflora
0.20350425,0.0,prosopis juliflora
0.18239228,0.0,prosopis juliflora
0.52317,0.0,prosopis juliflora
0.040545374,0.0,prosopis juliflora
0.82850504,0.0,prosopis juliflora
0.0027478677,0.0,prosopis juliflora
0.024925381,0.0,prosopis juliflora
0.010585011,0.0,prosopis juliflora
0.0057496247,0.0,prosopis juliflora
0.012524871,0.0,prosopis juliflora
0.2835902,0.0,prosopis juliflora
0.0045376904,0.0,prosopis juliflora
0.34628874,0.0,prosopis juliflora
0.13993882,0.0,prosopis juliflora
0.7581345,0.0,prosopis juliflora
0.33141813,0.0,prosopis juliflora
0.05765769,0.0,prosopis juliflora
0.87871784,0.0,prosopis juliflora
0.07774546,0.0,prosopis juliflora
0.87808883,0.0,prosopis juliflora
0.18243076,0.0,prosopis juliflora
0.040196992,0.0,prosopis juliflora
0.75416654,0.0,prosopis juliflora
0.019146644,0.0,prosopis juliflora
0.1839153,0.0,prosopis juliflora
0.08275899,0.0,prosopis juliflora
0.012166697,0.0,prosopis juliflora
0.02758672,0.0,prosopis juliflora
0.0021123276,0.0,prosopis juliflora
0.42705756,0.0,prosopis juliflora
0.006906738,0.0,prosopis juliflora
0.0014103886,0.0,prosopis juliflora
0.83986586,0.0,prosopis juliflora
0.41851115,0.0,prosopis juliflora
0.04210483,0.0,prosopis juliflora
0.11278166,0.0,prosopis juliflora
0.2461615,0.0,prosopis juliflora
0.008216071,0.0,prosopis juliflora
0.02111388,0.0,prosopis juliflora
0.90986437,0.0,prosopis juliflora
0.07431637,0.0,prosopis juliflora
0.24291146,0.0,prosopis juliflora
0.048255272,0.0,prosopis juliflora
0.044664364,0.0,prosopis juliflora
0.005772491,0.0,prosopis juliflora
0.18884979,0.0,prosopis juliflora
0.00484926,0.0,prosopis juliflora
0.28617287,0.0,prosopis juliflora
0.12876402,0.0,prosopis juliflora
0.13982376,0.0,prosopis juliflora
0.0133365,0.0,prosopis juliflora
0.040633187,0.0,prosopis juliflora
0.052813973,0.0,prosopis juliflora
0.13952902,0.0,prosopis juliflora
0.0032663997,0.0,prosopis juliflora
0.0013679594,0.0,prosopis juliflora
0.021308491,0.0,prosopis juliflora
0.0034576845,0.0,prosopis juliflora
0.0020626327,0.0,prosopis juliflora
0.07813451,0.0,prosopis juliflora
0.0030583737,0.0,prosopis juliflora
0.22392958,0.0,prosopis juliflora
0.005033113,0.0,prosopis juliflora
0.015073746,0.0,prosopis juliflora
0.0014268428,0.0,prosopis juliflora
0.4397453,0.0,prosopis juliflora
0.008552041,0.0,prosopis juliflora
0.009606113,0.0,prosopis juliflora
0.005668943,0.0,prosopis juliflora
0.0033833166,0.0,prosopis juliflora
0.0074399174,0.0,prosopis juliflora
0.014484536,0.0,prosopis juliflora
