Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.658703071672355,0.7028698309617039,0.4240334064294663,1465.0,333.0
Transitional plain zone of Inland drainage,0.6182634730538922,0.697956360435138,0.4017876712116123,668.0,155.0
Semi arid eastern plain,0.7,0.6665035478345975,0.45545354333335086,250.0,67.0
Transitional plain zone of Luni Basin,0.8489583333333334,0.7363134103465595,0.2393084992189418,192.0,11.0
Flood prone eastern plain,0.5769230769230769,0.745461879790238,0.6561310643532166,104.0,37.0
Sub humid southern plain and alluvial hill,0.6555555555555556,0.6303696303696305,0.26113048392729044,90.0,13.0
South eastern humid plain,0.7377049180327869,0.6046511627906976,0.4230096486296437,61.0,18.0
Arid Western Plain and Hyper Arid Partial irrigated,0.49056603773584906,0.5903846153846154,0.3243864393277607,53.0,13.0
Southern humid plain,0.575,0.6843434343434344,0.6667140382975228,40.0,18.0
Irrigated North Western Plain,0.14285714285714285,0.16666666666666663,0.16666666666666666,7.0,1.0
