Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.6825938566552902,0.7464878685168717,0.5838567337068791,1465.0,488.0
Transitional plain zone of Inland drainage,0.7290419161676647,0.6162303274408891,0.24709474447850854,668.0,123.0
Semi arid eastern plain,0.624,0.6754454926624738,0.5843677590896498,250.0,106.0
Transitional plain zone of Luni Basin,0.6770833333333334,0.7035466006833981,0.7937161778113689,192.0,123.0
Flood prone eastern plain,0.5961538461538461,0.7309398951189996,0.6610410325265244,104.0,37.0
Sub humid southern plain and alluvial hill,0.5666666666666667,0.6049901185770751,0.6031281996030574,90.0,44.0
South eastern humid plain,0.6885245901639344,0.8428571428571429,0.810487691680894,61.0,26.0
Arid Western Plain and Hyper Arid Partial irrigated,0.7169811320754716,0.6691919191919191,0.29121793251849515,53.0,9.0
Southern humid plain,0.75,0.7676767676767677,0.6895164063493153,40.0,18.0
Irrigated North Western Plain,0.5714285714285714,0.3,0.29166666666666663,7.0,2.0
