sample_index,filename,true_label,predicted_label,correct,confidence,true_class_probability,predicted_class_probability
9,tree_Nagaur_Nagaur_0_387_low_density_far_southwest_0_20250526_060244_973101.jpg,93,176,False,0.3753039240837097,0.016876239329576492,0.3753039240837097
84,tree_Nagaur_Nagaur_10_297_low_density_far_west_0_20250526_071930_382011.jpg,93,23,False,0.8715000748634338,0.03338678181171417,0.8715000748634338
291,tree_Sikar_Sikar_111_40_low_density_far_northeast_0_20250526_130255_974651.jpg,93,86,False,0.6022770404815674,0.31345048546791077,0.6022770404815674
304,tree_Sikar_Sikar_129_27_low_density_far_southwest_0_20250526_133103_886895.jpg,93,146,False,0.3755016624927521,0.010982641950249672,0.3755016624927521
330,tree_Karauli_Karauli_0_319_low_density_near_south_0_20250711_225855_506261.jpg,93,23,False,0.8488467335700989,0.10519656538963318,0.8488467335700989
347,tree_Dausa_Dausa_0_759_low_density_near_east_0_20250711_234109_341137.jpg,93,72,False,0.37178412079811096,0.18737179040908813,0.37178412079811096
376,tree_Deeg_Deeg_1_438_low_density_near_south_0_20250712_005344_174286.jpg,93,23,False,0.5061593055725098,0.3505604565143585,0.5061593055725098
437,tree_Deeg_Deeg_3_488_low_density_near_south_0_20250712_041213_890989.jpg,93,146,False,0.8309801816940308,0.07838092744350433,0.8309801816940308
465,tree_Alwar_Alwar_4_444_low_density_near_northwest_0_20250712_053705_850269.jpg,93,86,False,0.6717520952224731,0.14448577165603638,0.6717520952224731
668,tree_Bhilwara_Bhilwara_12_154_low_density_near_northwest_0_20250712_163432_033680.jpg,93,23,False,0.9945785999298096,2.6662422897061333e-05,0.9945785999298096
700,tree_Alwar_Alwar_14_436_low_density_near_center_0_20250712_190846_063770.jpg,93,23,False,0.6889894604682922,0.02580415830016136,0.6889894604682922
833,tree_Alwar_Alwar_28_279_low_density_near_north_0_20250713_052211_362265.jpg,93,146,False,0.951844334602356,7.798221304256003e-06,0.951844334602356
1164,tree_Sikar_Sikar_27_61_low_density_far_northeast_0_20250528_122642_932748.jpg,93,93,True,0.8312473893165588,0.8312473893165588,0.8312473893165588
1200,tree_Sikar_Sikar_35_56_low_density_near_northeast_0_20250528_134907_684744.jpg,93,23,False,0.3155452609062195,0.2552720010280609,0.3155452609062195
1201,tree_Sikar_Sikar_35_56_low_density_near_east_0_20250528_134907_981603.jpg,93,72,False,0.2008255422115326,0.12233549356460571,0.2008255422115326
1297,tree_Sikar_Sikar_57_0_low_density_near_east_0_20250528_163226_450265.jpg,93,23,False,0.5331345200538635,0.004783975426107645,0.5331345200538635
1304,tree_Sikar_Sikar_61_50_low_density_near_east_0_20250528_170050_107286.jpg,93,72,False,0.37188059091567993,0.32028815150260925,0.37188059091567993
1305,tree_Sikar_Sikar_61_50_low_density_near_east_0_20250528_170050_107286.jpg,93,72,False,0.37188059091567993,0.32028815150260925,0.37188059091567993
1351,tree_Sikar_Sikar_80_10_low_density_far_west_0_20250528_183757_995086.jpg,93,93,True,0.8092849850654602,0.8092849850654602,0.8092849850654602
1355,tree_Sikar_Sikar_82_56_low_density_near_north_0_20250528_184911_314045.jpg,93,146,False,0.6489309668540955,0.00019377451098989695,0.6489309668540955
1397,tree_Sikar_Sikar_119_28_low_density_near_southwest_0_20250528_205152_999590.jpg,93,190,False,0.4874262809753418,0.0022121260408312082,0.4874262809753418
