sample_index,filename,true_label,predicted_label,correct,confidence,true_class_probability,predicted_class_probability
3,tree_Pali_Pali_0_117_low_density_far_south_0_20250526_055707_703629.jpg,123,123,True,0.7413644790649414,0.7413644790649414,0.7413644790649414
37,tree_Pali_Pali_4_124_low_density_near_center_0_20250526_063228_087218.jpg,123,192,False,0.29734158515930176,0.2824792265892029,0.29734158515930176
156,tree_Sikar_Sikar_23_183_low_density_far_northeast_0_20250526_084740_942072.jpg,123,193,False,0.9982292056083679,0.0010458793258294463,0.9982292056083679
238,tree_Jaipur_Jaipur_48_44_low_density_near_northwest_0_20250526_103436_906274.jpg,123,189,False,0.3113270401954651,0.04677680879831314,0.3113270401954651
278,tree_Sikar_Sikar_79_38_low_density_near_east_0_20250526_115929_030785.jpg,123,193,False,0.3038313388824463,0.054786957800388336,0.3038313388824463
287,tree_Jaipur_Jaipur_102_39_low_density_near_north_0_20250526_124501_091547.jpg,123,93,False,0.5768759250640869,0.0017478527734056115,0.5768759250640869
294,tree_Jaipur_Jaipur_124_12_low_density_far_southeast_0_20250526_132308_750855.jpg,123,23,False,0.9233000874519348,0.01014848705381155,0.9233000874519348
382,tree_Bhilwara_Bhilwara_1_762_low_density_near_north_0_20250712_012140_956317.jpg,123,190,False,0.17347969114780426,0.07383085787296295,0.17347969114780426
754,tree_Udaipur_Udaipur_19_349_low_density_near_north_0_20250712_233532_340300.jpg,123,23,False,0.735427975654602,0.22694072127342224,0.735427975654602
830,tree_Bhilwara_Bhilwara_28_29_low_density_near_south_0_20250713_045700_826011.jpg,123,23,False,0.808046817779541,0.09413586556911469,0.808046817779541
834,tree_Chittorgarh_Chittorgarh_28_287_low_density_far_west_0_20250713_052302_847741.jpg,123,23,False,0.9955089092254639,0.002643415005877614,0.9955089092254639
933,tree_Udaipur_Udaipur_51_7_low_density_near_center_0_20250713_125143_636977.jpg,123,176,False,0.4026787281036377,0.013755623251199722,0.4026787281036377
1001,tree_Sikar_Sikar_3_202_low_density_near_center_0_20250528_071935_634856.jpg,123,23,False,0.48262736201286316,0.008368449285626411,0.48262736201286316
1177,tree_Sikar_Sikar_29_96_low_density_far_west_0_20250528_124739_855444.jpg,123,189,False,0.4671841859817505,0.004514648579061031,0.4671841859817505
1220,tree_Sikar_Sikar_38_40_low_density_near_south_0_20250528_141139_379372.jpg,123,123,True,0.6164129376411438,0.6164129376411438,0.6164129376411438
1412,tree_Sikar_Sikar_139_9_low_density_near_south_0_20250528_213642_201067.jpg,123,23,False,0.4204980134963989,0.032216157764196396,0.4204980134963989
