sample_index,filename,true_label,predicted_label,correct,confidence,true_class_probability,predicted_class_probability
0,tree_Pali_Pali_0_10_low_density_far_north_0_20250526_055530_617380.jpg,189,23,False,0.7474995851516724,0.02416147291660309,0.7474995851516724
4,tree_Pali_Pali_0_117_low_density_near_west_0_20250526_055707_986419.jpg,189,144,False,0.5151192545890808,0.2318767011165619,0.5151192545890808
108,tree_Jhunjhunu_Jhunjhunu_14_200_low_density_far_northwest_0_20250526_074817_188145.jpg,189,23,False,0.3053829073905945,0.22970996797084808,0.3053829073905945
120,tree_Jhunjhunu_Jhunjhunu_15_327_low_density_near_north_0_20250526_075933_635713.jpg,189,23,False,0.6985384225845337,0.04497670382261276,0.6985384225845337
171,tree_Jaipur_Jaipur_27_183_low_density_far_northeast_0_20250526_090853_429129.jpg,189,193,False,0.6384116411209106,0.0077903736382722855,0.6384116411209106
196,tree_Jhunjhunu_Jhunjhunu_34_206_low_density_far_southeast_0_20250526_094316_746351.jpg,189,176,False,0.1792440414428711,0.1756128966808319,0.1792440414428711
542,tree_Deeg_Deeg_7_34_low_density_near_southwest_0_20250712_094648_297254.jpg,189,176,False,0.3994233012199402,0.006008764263242483,0.3994233012199402
734,tree_Pali_Pali_17_511_low_density_near_west_0_20250712_221008_381714.jpg,189,23,False,0.26585081219673157,0.05833081901073456,0.26585081219673157
863,tree_Pali_Pali_33_188_low_density_near_west_0_20250713_074159_442613.jpg,189,23,False,0.763583242893219,0.00024154088168870658,0.763583242893219
1004,tree_Sikar_Sikar_3_321_low_density_near_southwest_0_20250528_072546_592917.jpg,189,23,False,0.35821765661239624,0.095023013651371,0.35821765661239624
1046,tree_Sikar_Sikar_7_234_low_density_near_center_0_20250528_083044_790355.jpg,189,192,False,0.8346222639083862,0.003406827338039875,0.8346222639083862
1260,tree_Sikar_Sikar_47_18_low_density_near_south_0_20250528_152105_697952.jpg,189,23,False,0.8318936824798584,0.0011432397877797484,0.8318936824798584
1345,tree_Sikar_Sikar_75_60_low_density_near_northwest_0_20250528_181737_668411.jpg,189,189,True,0.6589192152023315,0.6589192152023315,0.6589192152023315
1427,tree_Sikar_Sikar_162_9_low_density_near_southeast_0_20250528_221029_673231.jpg,189,23,False,0.5693609118461609,0.004893036093562841,0.5693609118461609
1436,tree_Sikar_Sikar_176_5_low_density_far_east_0_20250528_222816_292458.jpg,189,23,False,0.7386841773986816,0.021838773041963577,0.7386841773986816
1446,tree_Sikar_Sikar_206_4_low_density_near_center_0_20250528_225807_551814.jpg,189,23,False,0.5026211142539978,0.07916148006916046,0.5026211142539978
1449,tree_Sikar_Sikar_209_9_low_density_near_south_0_20250528_230050_894964.jpg,189,146,False,0.3614628314971924,0.008801747113466263,0.3614628314971924
