sample_index,filename,true_label,predicted_label,correct,confidence,true_class_probability,predicted_class_probability
23,tree_Jaipur_Jaipur_2_400_low_density_far_north_0_20250526_062013_569664.jpg,144,189,False,0.4360160231590271,0.37350013852119446,0.4360160231590271
44,tree_Jaipur_Jaipur_5_119_low_density_near_northeast_0_20250526_063947_899395.jpg,144,192,False,0.5487064123153687,0.00016104828682728112,0.5487064123153687
132,tree_Jaipur_Jaipur_18_318_low_density_near_center_0_20250526_082004_697154.jpg,144,144,True,0.7238672971725464,0.7238672971725464,0.7238672971725464
140,tree_Jaipur_Jaipur_20_108_low_density_near_northwest_0_20250526_082810_430403.jpg,144,144,True,0.690732479095459,0.690732479095459,0.690732479095459
184,tree_Jaipur_Jaipur_31_157_low_density_near_center_0_20250526_092910_684363.jpg,144,144,True,0.8322365880012512,0.8322365880012512,0.8322365880012512
202,tree_Jaipur_Jaipur_36_46_low_density_near_center_0_20250526_094851_370463.jpg,144,23,False,0.4004378020763397,0.1654464304447174,0.4004378020763397
215,tree_Jaipur_Jaipur_39_12_low_density_near_southeast_0_20250526_100058_248438.jpg,144,190,False,0.41817840933799744,0.0022484608925879,0.41817840933799744
235,tree_Jaipur_Jaipur_47_33_low_density_near_north_0_20250526_102959_752608.jpg,144,23,False,0.3256739377975464,0.09841643273830414,0.3256739377975464
240,tree_Jaipur_Jaipur_48_117_low_density_near_east_0_20250526_103602_775167.jpg,144,23,False,0.18566076457500458,0.019963514059782028,0.18566076457500458
280,tree_Jaipur_Jaipur_86_31_low_density_near_west_0_20250526_121135_496772.jpg,144,144,True,0.2643429636955261,0.2643429636955261,0.2643429636955261
299,tree_Jaipur_Jaipur_127_26_low_density_far_northeast_0_20250526_132733_760080.jpg,144,192,False,0.8387259244918823,0.0006368470494635403,0.8387259244918823
544,tree_Pali_Pali_7_91_low_density_near_north_0_20250712_095127_761794.jpg,144,144,True,0.32256487011909485,0.32256487011909485,0.32256487011909485
680,tree_Pali_Pali_12_532_low_density_near_northwest_0_20250712_170816_070854.jpg,144,144,True,0.6581289768218994,0.6581289768218994,0.6581289768218994
936,tree_Bundi_Bundi_51_29_low_density_far_south_0_20250713_125343_830661.jpg,144,144,True,0.9967104196548462,0.9967104196548462,0.9967104196548462
1242,tree_Sikar_Sikar_43_18_low_density_far_northeast_0_20250528_145049_272501.jpg,144,144,True,0.43872150778770447,0.43872150778770447,0.43872150778770447
