sample_index,filename,true_label,predicted_label,correct,confidence,true_class_probability,predicted_class_probability
68,tree_Jaipur_Jaipur_8_76_low_density_near_center_0_20250526_070228_806514.jpg,190,23,False,0.6337690949440002,0.010891358368098736,0.6337690949440002
79,tree_Jhunjhunu_Jhunjhunu_9_370_low_density_near_south_0_20250526_071316_130385.jpg,190,146,False,0.464126318693161,0.20195655524730682,0.464126318693161
102,tree_Jhunjhunu_Jhunjhunu_12_350_low_density_far_west_0_20250526_073501_734517.jpg,190,192,False,0.7059111595153809,0.10875015705823898,0.7059111595153809
163,tree_Pali_Pali_25_53_low_density_near_west_0_20250526_085738_320736.jpg,190,93,False,0.5863900184631348,0.000558116938918829,0.5863900184631348
183,tree_Jaipur_Jaipur_31_99_low_density_near_center_0_20250526_092730_901501.jpg,190,193,False,0.4476476311683655,0.01728036068379879,0.4476476311683655
249,tree_Sikar_Sikar_54_27_low_density_near_center_0_20250526_105524_071590.jpg,190,190,True,0.9994193315505981,0.9994193315505981,0.9994193315505981
255,tree_Jhunjhunu_Jhunjhunu_59_49_low_density_near_north_0_20250526_110946_049899.jpg,190,146,False,0.5944145917892456,3.463679240667261e-05,0.5944145917892456
305,tree_Sikar_Sikar_131_6_low_density_far_north_0_20250526_133332_742260.jpg,190,146,False,0.32885706424713135,0.18266195058822632,0.32885706424713135
480,tree_Bundi_Bundi_4_861_low_density_near_southwest_0_20250712_061105_351260.jpg,190,137,False,0.9990019202232361,3.932512626647622e-08,0.9990019202232361
538,tree_Bhilwara_Bhilwara_6_870_low_density_near_east_0_20250712_093033_245649.jpg,190,86,False,0.3725949823856354,0.07555460184812546,0.3725949823856354
550,tree_Churu_Churu_7_279_low_density_far_north_0_20250712_100649_083017.jpg,190,190,True,0.46917763352394104,0.46917763352394104,0.46917763352394104
565,tree_Alwar_Alwar_7_837_low_density_near_southwest_0_20250712_105456_032367.jpg,190,176,False,0.6513363122940063,0.00359154655598104,0.6513363122940063
886,tree_Bhilwara_Bhilwara_38_143_low_density_near_northeast_0_20250713_093423_554441.jpg,190,176,False,0.8424908518791199,0.00042263304931111634,0.8424908518791199
932,tree_Jaipur_Jaipur_50_121_low_density_near_southeast_0_20250713_125011_516706.jpg,190,144,False,0.816619336605072,0.00045011311885900795,0.816619336605072
1050,tree_Sikar_Sikar_8_179_low_density_near_east_0_20250528_084147_103971.jpg,190,190,True,0.6610193848609924,0.6610193848609924,0.6610193848609924
1087,tree_Sikar_Sikar_14_3_low_density_near_north_0_20250528_095304_723852.jpg,190,72,False,0.4633680284023285,0.25140994787216187,0.4633680284023285
1088,tree_Sikar_Sikar_14_3_low_density_near_north_0_20250528_095304_723852.jpg,190,72,False,0.4633680284023285,0.25140994787216187,0.4633680284023285
1112,tree_Sikar_Sikar_16_87_low_density_near_center_0_20250528_102249_363039.jpg,190,190,True,0.9840377569198608,0.9840377569198608,0.9840377569198608
1144,tree_Sikar_Sikar_24_6_low_density_near_west_0_20250528_114952_506990.jpg,190,190,True,0.5393404960632324,0.5393404960632324,0.5393404960632324
1156,tree_Sikar_Sikar_25_114_low_density_near_northwest_0_20250528_120951_349853.jpg,190,23,False,0.2921580374240875,0.07668331265449524,0.2921580374240875
1187,tree_Sikar_Sikar_30_138_low_density_near_north_0_20250528_130144_299011.jpg,190,190,True,0.3050772249698639,0.3050772249698639,0.3050772249698639
1192,tree_Sikar_Sikar_34_50_low_density_near_north_0_20250528_133854_830707.jpg,190,192,False,0.36415955424308777,0.31327518820762634,0.36415955424308777
1199,tree_Sikar_Sikar_35_12_low_density_near_east_0_20250528_134538_049811.jpg,190,190,True,0.9998014569282532,0.9998014569282532,0.9998014569282532
1204,tree_Sikar_Sikar_35_109_low_density_near_southeast_0_20250528_135306_219783.jpg,190,176,False,0.5473510026931763,0.17101621627807617,0.5473510026931763
1249,tree_Sikar_Sikar_43_47_low_density_near_northwest_0_20250528_145359_115605.jpg,190,176,False,0.7318111062049866,0.00856905709952116,0.7318111062049866
1264,tree_Sikar_Sikar_48_47_low_density_near_west_0_20250528_153033_666465.jpg,190,176,False,0.8220623731613159,0.008915473707020283,0.8220623731613159
1272,tree_Sikar_Sikar_49_73_low_density_near_northwest_0_20250528_153950_574477.jpg,190,189,False,0.392699271440506,0.25503769516944885,0.392699271440506
1282,tree_Sikar_Sikar_52_8_low_density_near_north_0_20250528_155755_153707.jpg,190,190,True,0.8956267833709717,0.8956267833709717,0.8956267833709717
1338,tree_Sikar_Sikar_73_57_low_density_near_center_0_20250528_180604_481742.jpg,190,23,False,0.6021063923835754,0.0004547132703009993,0.6021063923835754
1342,tree_Sikar_Sikar_74_60_low_density_near_center_0_20250528_181206_447455.jpg,190,190,True,0.7088808417320251,0.7088808417320251,0.7088808417320251
1405,tree_Sikar_Sikar_129_26_low_density_near_northwest_0_20250528_211639_405102.jpg,190,192,False,0.9302232265472412,0.0004918196354992688,0.9302232265472412
1406,tree_Sikar_Sikar_132_25_low_density_far_north_0_20250528_212350_222105.jpg,190,23,False,0.9813403487205505,0.000742943084333092,0.9813403487205505
1407,tree_Sikar_Sikar_133_14_low_density_near_northwest_0_20250528_212612_891217.jpg,190,190,True,0.32537469267845154,0.32537469267845154,0.32537469267845154
1448,tree_Sikar_Sikar_207_4_low_density_far_south_0_20250528_225855_707426.jpg,190,176,False,0.5811479687690735,0.20746482908725739,0.5811479687690735
