Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.6764505119453925,0.7161286728424539,0.43355268472692843,1465.0,333.0
Transitional plain zone of Inland drainage,0.6197604790419161,0.6997044582783122,0.4027636266632635,668.0,155.0
Semi arid eastern plain,0.712,0.6964358535192888,0.4793790683238782,250.0,67.0
Transitional plain zone of Luni Basin,0.9166666666666666,0.7503766951280765,0.26934211312208456,192.0,11.0
Flood prone eastern plain,0.5865384615384616,0.7620008067769262,0.7139121126232781,104.0,37.0
Sub humid southern plain and alluvial hill,0.7111111111111111,0.5664335664335665,0.18136839452472642,90.0,13.0
South eastern humid plain,0.7377049180327869,0.5801033591731266,0.4308134538648473,61.0,18.0
Arid Western Plain and Hyper Arid Partial irrigated,0.5283018867924528,0.6192307692307693,0.4192289149534438,53.0,13.0
Southern humid plain,0.575,0.6919191919191919,0.6371912612431929,40.0,18.0
Irrigated North Western Plain,0.2857142857142857,0.16666666666666663,0.16666666666666666,7.0,1.0
