Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.673037542662116,0.7394342416564592,0.5727058003616388,1465.0,488.0
Transitional plain zone of Inland drainage,0.7455089820359282,0.6102483777131349,0.2574616497082999,668.0,123.0
Semi arid eastern plain,0.624,0.6669287211740043,0.5574381897353516,250.0,106.0
Transitional plain zone of Luni Basin,0.640625,0.662778366914104,0.7483656028634811,192.0,123.0
Flood prone eastern plain,0.5961538461538461,0.7152077450584914,0.6535350837127913,104.0,37.0
Sub humid southern plain and alluvial hill,0.5555555555555556,0.5936264822134387,0.6100458188732534,90.0,44.0
South eastern humid plain,0.5409836065573771,0.7351648351648351,0.6614729842751229,61.0,26.0
Arid Western Plain and Hyper Arid Partial irrigated,0.6415094339622641,0.6439393939393939,0.26728367029393846,53.0,9.0
Southern humid plain,0.625,0.7095959595959596,0.645849118392978,40.0,18.0
Irrigated North Western Plain,0.7142857142857143,0.3,0.29166666666666663,7.0,2.0
