Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.6662116040955631,0.7424755021225902,0.5764854992116282,1465.0,488.0
Transitional plain zone of Inland drainage,0.7230538922155688,0.6092488998284478,0.24401510997056586,668.0,123.0
Semi arid eastern plain,0.588,0.6717767295597485,0.5713427261191482,250.0,106.0
Transitional plain zone of Luni Basin,0.6510416666666666,0.661482266996583,0.7639487291415906,192.0,123.0
Flood prone eastern plain,0.5865384615384616,0.7212585720048406,0.6567130065003088,104.0,37.0
Sub humid southern plain and alluvial hill,0.5777777777777777,0.5788043478260869,0.5805760595651182,90.0,44.0
South eastern humid plain,0.639344262295082,0.8351648351648352,0.8207845773810626,61.0,26.0
Arid Western Plain and Hyper Arid Partial irrigated,0.7169811320754716,0.6691919191919192,0.29648552710568216,53.0,9.0
Southern humid plain,0.675,0.7575757575757576,0.6904048005664138,40.0,18.0
Irrigated North Western Plain,0.5714285714285714,0.39999999999999997,0.3333333333333333,7.0,2.0
