Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.6348122866894198,0.7212747705421413,0.5385205282885237,1465.0,488.0
Transitional plain zone of Inland drainage,0.6826347305389222,0.5937793689863504,0.23427004259566453,668.0,123.0
Semi arid eastern plain,0.572,0.6352201257861635,0.5284856633697634,250.0,106.0
Transitional plain zone of Luni Basin,0.6354166666666666,0.6142335336396844,0.7400844369078996,192.0,123.0
Flood prone eastern plain,0.5576923076923077,0.6865671641791046,0.6150880814971138,104.0,37.0
Sub humid southern plain and alluvial hill,0.5555555555555556,0.5269268774703557,0.5425916016266051,90.0,44.0
South eastern humid plain,0.5737704918032787,0.7582417582417582,0.6467278973286635,61.0,26.0
Arid Western Plain and Hyper Arid Partial irrigated,0.7547169811320755,0.6439393939393939,0.3920092831849938,53.0,9.0
Southern humid plain,0.55,0.7297979797979798,0.6544311537530492,40.0,18.0
Irrigated North Western Plain,0.5714285714285714,0.39999999999999997,0.3333333333333333,7.0,2.0
