Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.647098976109215,0.6581961820477722,0.37426018159415697,1465.0,333.0
Transitional plain zone of Inland drainage,0.6377245508982036,0.6424699742187009,0.33889375330125415,668.0,155.0
Semi arid eastern plain,0.692,0.6122665361716011,0.3753634420167504,250.0,67.0
Transitional plain zone of Luni Basin,0.7239583333333334,0.7051732797589152,0.16918586524274223,192.0,11.0
Flood prone eastern plain,0.5769230769230769,0.7127874142799516,0.5633724641564863,104.0,37.0
Sub humid southern plain and alluvial hill,0.5777777777777777,0.6493506493506493,0.2341741952212314,90.0,13.0
South eastern humid plain,0.7213114754098361,0.7067183462532299,0.5619312772610271,61.0,18.0
Arid Western Plain and Hyper Arid Partial irrigated,0.5283018867924528,0.5423076923076924,0.27063904043622367,53.0,13.0
Southern humid plain,0.55,0.7373737373737373,0.7109476157219956,40.0,18.0
Irrigated North Western Plain,0.5714285714285714,0.0,0.14285714285714285,7.0,1.0
