Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.6621160409556314,0.757929300132557,0.6035863475673785,1465.0,488.0
Transitional plain zone of Inland drainage,0.7290419161676647,0.6346833743566793,0.2774496640069331,668.0,123.0
Semi arid eastern plain,0.588,0.69333071278826,0.5878358778114872,250.0,106.0
Transitional plain zone of Luni Basin,0.6510416666666666,0.7174502179804406,0.8001161589170949,192.0,123.0
Flood prone eastern plain,0.5961538461538461,0.7559499798305769,0.6925762679985139,104.0,37.0
Sub humid southern plain and alluvial hill,0.5444444444444444,0.645998023715415,0.6542270025430381,90.0,44.0
South eastern humid plain,0.5573770491803278,0.7681318681318682,0.7020428854299003,61.0,26.0
Arid Western Plain and Hyper Arid Partial irrigated,0.6792452830188679,0.6818181818181818,0.27806996531936384,53.0,9.0
Southern humid plain,0.65,0.7626262626262625,0.6991143943457325,40.0,18.0
Irrigated North Western Plain,0.5714285714285714,0.3,0.29166666666666663,7.0,2.0
