Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.6430034129692833,0.6885633924526403,0.5001579521488595,1465.0,488.0
Transitional plain zone of Inland drainage,0.7170658682634731,0.5662564332065338,0.22916217299123604,668.0,123.0
Semi arid eastern plain,0.568,0.5931603773584906,0.48291657921160547,250.0,106.0
Transitional plain zone of Luni Basin,0.6145833333333334,0.5487215741722634,0.6782626514583947,192.0,123.0
Flood prone eastern plain,0.5576923076923077,0.6095199677289229,0.5175920088672827,104.0,37.0
Sub humid southern plain and alluvial hill,0.5111111111111111,0.4883893280632411,0.528439230517294,90.0,44.0
South eastern humid plain,0.5409836065573771,0.6692307692307692,0.5494373258575647,61.0,26.0
Arid Western Plain and Hyper Arid Partial irrigated,0.6981132075471698,0.6161616161616162,0.32492366450699783,53.0,9.0
Southern humid plain,0.625,0.6616161616161617,0.6229914928005447,40.0,18.0
Irrigated North Western Plain,0.5714285714285714,0.5,0.41666666666666663,7.0,2.0
