Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.6593856655290102,0.7435703558903972,0.5797627173240875,1465.0,488.0
Transitional plain zone of Inland drainage,0.7230538922155688,0.6212575520250615,0.2600603772639206,668.0,123.0
Semi arid eastern plain,0.604,0.6782625786163521,0.5791898338362742,250.0,106.0
Transitional plain zone of Luni Basin,0.6458333333333334,0.661482266996583,0.7546715513181725,192.0,123.0
Flood prone eastern plain,0.5865384615384616,0.7099636950383219,0.6637895201703199,104.0,37.0
Sub humid southern plain and alluvial hill,0.5444444444444444,0.6168478260869564,0.6279707902292876,90.0,44.0
South eastern humid plain,0.5573770491803278,0.7340659340659341,0.6856562774932455,61.0,26.0
Arid Western Plain and Hyper Arid Partial irrigated,0.660377358490566,0.6237373737373737,0.25275356833664364,53.0,9.0
Southern humid plain,0.6,0.7121212121212122,0.679809670781893,40.0,18.0
Irrigated North Western Plain,0.7142857142857143,0.3,0.29166666666666663,7.0,2.0
