Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.3706484641638225,0.5551527341980301,0.377116080621791,1465.0,488.0
Transitional plain zone of Inland drainage,0.22305389221556887,0.49344372342806003,0.19203885841135854,668.0,123.0
Semi arid eastern plain,0.472,0.6077044025157233,0.5138574550988795,250.0,106.0
Transitional plain zone of Luni Basin,0.6354166666666666,0.5099564039118653,0.6744751063743039,192.0,123.0
Flood prone eastern plain,0.4326923076923077,0.5421540943929004,0.40138944171325724,104.0,37.0
Sub humid southern plain and alluvial hill,0.4888888888888889,0.4829545454545455,0.47962984030827316,90.0,44.0
South eastern humid plain,0.5081967213114754,0.5428571428571429,0.45171672544821695,61.0,26.0
Arid Western Plain and Hyper Arid Partial irrigated,0.22641509433962265,0.5202020202020202,0.2026576051380083,53.0,9.0
Southern humid plain,0.475,0.4015151515151515,0.3859678261836453,40.0,18.0
Irrigated North Western Plain,0.42857142857142855,0.6,0.41666666666666663,7.0,2.0
