sample_index,skysat_filename,true_label,predicted_label,correct,confidence,true_class_probability,predicted_class_probability
0,tree_Barmer_Barmer_0_8_low_density_near_south_0_20250528_062847_202953_skysat.jpg,23,23,True,0.3220682740211487,0.3220682740211487,0.3220682740211487
9,tree_Barmer_Barmer_2_64_low_density_near_east_0_20250528_070602_717368_skysat.jpg,23,23,True,0.3453620374202728,0.3453620374202728,0.3453620374202728
14,tree_Sikar_Sikar_3_65_low_density_near_north_0_20250528_071242_920998_skysat.jpg,23,176,False,0.2980610132217407,0.24808721244335175,0.2980610132217407
25,tree_Sikar_Sikar_4_120_low_density_near_west_0_20250528_073321_925414_skysat.jpg,23,23,True,0.32614243030548096,0.32614243030548096,0.32614243030548096
34,tree_Sikar_Sikar_5_98_low_density_near_southwest_0_20250528_075027_764446_skysat.jpg,23,23,True,0.3342553675174713,0.3342553675174713,0.3342553675174713
35,tree_Sikar_Sikar_5_170_low_density_near_west_0_20250528_075422_850112_skysat.jpg,23,23,True,0.2665174901485443,0.2665174901485443,0.2665174901485443
39,tree_Sikar_Sikar_5_279_low_density_far_northwest_0_20250528_075916_315647_skysat.jpg,23,23,True,0.2754264175891876,0.2754264175891876,0.2754264175891876
40,tree_Sikar_Sikar_5_296_low_density_far_southeast_0_20250528_075958_275303_skysat.jpg,23,176,False,0.3036121129989624,0.25027161836624146,0.3036121129989624
41,tree_Sikar_Sikar_5_313_low_density_far_northwest_0_20250528_080053_794880_skysat.jpg,23,23,True,0.2902084290981293,0.2902084290981293,0.2902084290981293
43,tree_Sikar_Sikar_6_5_low_density_near_west_0_20250528_080145_641589_skysat.jpg,23,176,False,0.2955860197544098,0.25209638476371765,0.2955860197544098
53,tree_Sikar_Sikar_7_111_low_density_near_east_0_20250528_082322_585289_skysat.jpg,23,23,True,0.2685806453227997,0.2685806453227997,0.2685806453227997
59,tree_Sikar_Sikar_8_62_low_density_far_southwest_0_20250528_083551_877273_skysat.jpg,23,23,True,0.3266298472881317,0.3266298472881317,0.3266298472881317
62,tree_Sikar_Sikar_8_134_low_density_near_east_0_20250528_083904_130828_skysat.jpg,23,23,True,0.2719303369522095,0.2719303369522095,0.2719303369522095
71,tree_Sikar_Sikar_9_1_low_density_far_southwest_0_20250528_084518_960277_skysat.jpg,23,176,False,0.26635316014289856,0.2634349763393402,0.26635316014289856
72,tree_Sikar_Sikar_9_41_low_density_near_southwest_0_20250528_084657_357133_skysat.jpg,23,23,True,0.2868635356426239,0.2868635356426239,0.2868635356426239
73,tree_Sikar_Sikar_9_64_low_density_far_northeast_0_20250528_084815_147968_skysat.jpg,23,23,True,0.2868703603744507,0.2868703603744507,0.2868703603744507
82,tree_Sikar_Sikar_10_69_low_density_near_northwest_0_20250528_090400_237240_skysat.jpg,23,23,True,0.302967369556427,0.302967369556427,0.302967369556427
88,tree_Sikar_Sikar_11_167_low_density_near_southwest_0_20250528_092153_245676_skysat.jpg,23,23,True,0.32472968101501465,0.32472968101501465,0.32472968101501465
98,tree_Sikar_Sikar_13_94_low_density_near_north_0_20250528_094512_002496_skysat.jpg,23,176,False,0.29216575622558594,0.2515869736671448,0.29216575622558594
108,tree_Barmer_Barmer_22_48_low_density_near_west_0_20250528_113023_958516_skysat.jpg,23,23,True,0.37478482723236084,0.37478482723236084,0.37478482723236084
109,tree_Sikar_Sikar_30_66_low_density_near_south_0_20250528_125548_772058_skysat.jpg,23,176,False,0.31113773584365845,0.24614907801151276,0.31113773584365845
112,tree_Sikar_Sikar_31_73_low_density_near_northeast_0_20250528_130754_344436_skysat.jpg,23,23,True,0.33818116784095764,0.33818116784095764,0.33818116784095764
