sample_index,skysat_filename,true_label,predicted_label,correct,confidence,true_class_probability,predicted_class_probability
17,tree_Sikar_Sikar_3_313_low_density_near_north_0_20250528_072505_008689_skysat.jpg,192,23,False,0.25980427861213684,0.1364581286907196,0.25980427861213684
18,tree_Sikar_Sikar_3_315_low_density_near_north_0_20250528_072523_606794_skysat.jpg,192,23,False,0.263557493686676,0.14075085520744324,0.263557493686676
20,tree_Sikar_Sikar_4_8_low_density_near_east_0_20250528_072655_427652_skysat.jpg,192,23,False,0.2564586400985718,0.1368585228919983,0.2564586400985718
21,tree_Sikar_Sikar_4_26_low_density_near_southeast_0_20250528_072830_875357_skysat.jpg,192,176,False,0.33111298084259033,0.1183050200343132,0.33111298084259033
24,tree_Sikar_Sikar_4_120_low_density_near_southeast_0_20250528_073321_605331_skysat.jpg,192,23,False,0.2733789086341858,0.11426719278097153,0.2733789086341858
29,tree_Sikar_Sikar_4_307_low_density_near_south_0_20250528_074349_534974_skysat.jpg,192,23,False,0.2794163227081299,0.11617486923933029,0.2794163227081299
46,tree_Sikar_Sikar_6_126_low_density_near_center_1_20250528_080754_057897_skysat.jpg,192,23,False,0.24714580178260803,0.13663551211357117,0.24714580178260803
47,tree_Sikar_Sikar_6_126_low_density_near_west_0_20250528_080755_073376_skysat.jpg,192,23,False,0.25956130027770996,0.13327397406101227,0.25956130027770996
50,tree_Sikar_Sikar_6_242_low_density_near_southwest_0_20250528_081418_014147_skysat.jpg,192,176,False,0.2746950387954712,0.12661966681480408,0.2746950387954712
63,tree_Sikar_Sikar_8_154_low_density_near_center_0_20250528_084014_968282_skysat.jpg,192,23,False,0.2740462124347687,0.14073580503463745,0.2740462124347687
64,tree_Sikar_Sikar_8_162_low_density_near_northeast_0_20250528_084037_769789_skysat.jpg,192,23,False,0.26487502455711365,0.14321841299533844,0.26487502455711365
65,tree_Sikar_Sikar_8_165_low_density_near_north_0_20250528_084100_500158_skysat.jpg,192,23,False,0.2642406225204468,0.15022984147071838,0.2642406225204468
66,tree_Sikar_Sikar_8_189_low_density_near_center_0_20250528_084211_203721_skysat.jpg,192,176,False,0.26900768280029297,0.1293005347251892,0.26900768280029297
86,tree_Sikar_Sikar_10_213_low_density_far_southeast_0_20250528_091237_523554_skysat.jpg,192,23,False,0.2954831123352051,0.14651256799697876,0.2954831123352051
93,tree_Sikar_Sikar_12_101_low_density_far_northwest_0_20250528_093136_779742_skysat.jpg,192,23,False,0.2712244689464569,0.1343572735786438,0.2712244689464569
94,tree_Sikar_Sikar_12_111_low_density_near_northeast_0_20250528_093219_518124_skysat.jpg,192,23,False,0.2896575927734375,0.13383369147777557,0.2896575927734375
102,tree_Sikar_Sikar_13_160_low_density_near_northwest_0_20250528_094940_178253_skysat.jpg,192,23,False,0.2780948877334595,0.1405881941318512,0.2780948877334595
103,tree_Sikar_Sikar_13_161_low_density_near_east_0_20250528_094949_032813_skysat.jpg,192,23,False,0.29639554023742676,0.14685896039009094,0.29639554023742676
106,tree_Sikar_Sikar_13_191_low_density_near_east_0_20250528_095213_023799_skysat.jpg,192,23,False,0.23802533745765686,0.13609661161899567,0.23802533745765686
124,tree_Sikar_Sikar_34_24_low_density_near_south_0_20250528_133612_929241_skysat.jpg,192,23,False,0.2886781692504883,0.14630860090255737,0.2886781692504883
127,tree_Sikar_Sikar_34_119_low_density_near_east_0_20250528_134254_163849_skysat.jpg,192,23,False,0.30151525139808655,0.1296253204345703,0.30151525139808655
128,tree_Sikar_Sikar_34_127_low_density_far_southwest_0_20250528_134352_771021_skysat.jpg,192,23,False,0.2588117718696594,0.13376833498477936,0.2588117718696594
133,tree_Sikar_Sikar_36_23_low_density_near_southwest_0_20250528_135503_427180_skysat.jpg,192,23,False,0.24517512321472168,0.129579097032547,0.24517512321472168
136,tree_Sikar_Sikar_36_94_low_density_near_center_0_20250528_140007_151188_skysat.jpg,192,23,False,0.3011622130870819,0.12267912924289703,0.3011622130870819
138,tree_Sikar_Sikar_37_71_low_density_near_northeast_0_20250528_140636_080894_skysat.jpg,192,23,False,0.2542329430580139,0.12929067015647888,0.2542329430580139
145,tree_Sikar_Sikar_39_33_low_density_far_southeast_0_20250528_141705_093546_skysat.jpg,192,23,False,0.28758588433265686,0.1282729059457779,0.28758588433265686
147,tree_Sikar_Sikar_39_95_low_density_near_north_0_20250528_142126_338060_skysat.jpg,192,23,False,0.29692399501800537,0.15203778445720673,0.29692399501800537
