Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.6546075085324232,0.7417550380052688,0.5716601275157962,1465.0,488.0
Transitional plain zone of Inland drainage,0.7005988023952096,0.6271425374804206,0.25566438366148275,668.0,123.0
Semi arid eastern plain,0.604,0.6610324947589099,0.5710371778952676,250.0,106.0
Transitional plain zone of Luni Basin,0.6458333333333334,0.6699658300930835,0.7610205945831954,192.0,123.0
Flood prone eastern plain,0.5576923076923077,0.7285195643404598,0.6750991783236495,104.0,37.0
Sub humid southern plain and alluvial hill,0.5555555555555556,0.5407608695652174,0.5612948769053507,90.0,44.0
South eastern humid plain,0.6557377049180327,0.8538461538461539,0.8328963914764309,61.0,26.0
Arid Western Plain and Hyper Arid Partial irrigated,0.7547169811320755,0.6085858585858586,0.35029587858535227,53.0,9.0
Southern humid plain,0.6,0.7171717171717171,0.640154764225082,40.0,18.0
Irrigated North Western Plain,0.5714285714285714,0.39999999999999997,0.3333333333333333,7.0,2.0
