Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.6238907849829352,0.6473275395536879,0.3658348918394518,1465.0,333.0
Transitional plain zone of Inland drainage,0.625748502994012,0.6351506005156261,0.3391383329237765,668.0,155.0
Semi arid eastern plain,0.64,0.5927738357393362,0.37438117702510476,250.0,67.0
Transitional plain zone of Luni Basin,0.6927083333333334,0.7041687594173782,0.11582197608065337,192.0,11.0
Flood prone eastern plain,0.5769230769230769,0.7055264219443325,0.5431857004268883,104.0,37.0
Sub humid southern plain and alluvial hill,0.5444444444444444,0.6603396603396603,0.2463139876567772,90.0,13.0
South eastern humid plain,0.7049180327868853,0.6511627906976744,0.557659356348963,61.0,18.0
Arid Western Plain and Hyper Arid Partial irrigated,0.5094339622641509,0.5673076923076923,0.3302298618786882,53.0,13.0
Southern humid plain,0.525,0.7095959595959597,0.7147063163626572,40.0,18.0
Irrigated North Western Plain,0.42857142857142855,0.0,0.14285714285714285,7.0,1.0
