Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.6191126279863481,0.6258158967733275,0.43534822313001253,1465.0,488.0
Transitional plain zone of Inland drainage,0.6931137724550899,0.5181099425673156,0.2028682476011536,668.0,123.0
Semi arid eastern plain,0.572,0.5626310272536688,0.47952811978110305,250.0,106.0
Transitional plain zone of Luni Basin,0.5729166666666666,0.5019441498762813,0.649907394248658,192.0,123.0
Flood prone eastern plain,0.5480769230769231,0.49455425574828565,0.3958403908926615,104.0,37.0
Sub humid southern plain and alluvial hill,0.4444444444444444,0.4898715415019763,0.5025485334820023,90.0,44.0
South eastern humid plain,0.5737704918032787,0.6142857142857143,0.5204352795932061,61.0,26.0
Arid Western Plain and Hyper Arid Partial irrigated,0.6981132075471698,0.5404040404040404,0.23998794804116935,53.0,9.0
Southern humid plain,0.475,0.5101010101010102,0.4641324790662689,40.0,18.0
Irrigated North Western Plain,0.42857142857142855,0.5,0.3666666666666667,7.0,2.0
