Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.6484641638225256,0.72926283173633,0.45613274196270204,1465.0,333.0
Transitional plain zone of Inland drainage,0.5703592814371258,0.7248569452304596,0.4273072333467885,668.0,155.0
Semi arid eastern plain,0.712,0.7337085066470924,0.52469321369751,250.0,67.0
Transitional plain zone of Luni Basin,0.8958333333333334,0.7443495730788549,0.3018426081519553,192.0,11.0
Flood prone eastern plain,0.6057692307692307,0.7607906413876564,0.6630163301573297,104.0,37.0
Sub humid southern plain and alluvial hill,0.6888888888888889,0.5694305694305695,0.1868369706672997,90.0,13.0
South eastern humid plain,0.6721311475409836,0.5775193798449612,0.3885109974112783,61.0,18.0
Arid Western Plain and Hyper Arid Partial irrigated,0.5471698113207547,0.5826923076923076,0.3228057196886598,53.0,13.0
Southern humid plain,0.55,0.7651515151515151,0.7115304448637783,40.0,18.0
Irrigated North Western Plain,0.2857142857142857,0.0,0.14285714285714285,7.0,1.0
