Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.6573378839590444,0.7427659949326308,0.5722126891922918,1465.0,488.0
Transitional plain zone of Inland drainage,0.7125748502994012,0.6156709181770716,0.255864508886235,668.0,123.0
Semi arid eastern plain,0.62,0.6621462264150944,0.5378796230432052,250.0,106.0
Transitional plain zone of Luni Basin,0.6458333333333334,0.6542948038176033,0.745490749744047,192.0,123.0
Flood prone eastern plain,0.5961538461538461,0.72771278741428,0.6745742823451528,104.0,37.0
Sub humid southern plain and alluvial hill,0.5666666666666667,0.588191699604743,0.5871652388210653,90.0,44.0
South eastern humid plain,0.5737704918032787,0.7505494505494507,0.7206901805939988,61.0,26.0
Arid Western Plain and Hyper Arid Partial irrigated,0.6792452830188679,0.6388888888888888,0.2783635981994395,53.0,9.0
Southern humid plain,0.525,0.7323232323232324,0.6769813030895724,40.0,18.0
Irrigated North Western Plain,0.42857142857142855,0.3,0.29166666666666663,7.0,2.0
