Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.668259385665529,0.753304486803027,0.5978495758446597,1465.0,488.0
Transitional plain zone of Inland drainage,0.7245508982035929,0.6349071380622062,0.2745549459953872,668.0,123.0
Semi arid eastern plain,0.608,0.689727463312369,0.5898568328671918,250.0,106.0
Transitional plain zone of Luni Basin,0.65625,0.7064922823141275,0.7870609111150588,192.0,123.0
Flood prone eastern plain,0.6153846153846154,0.7430415490116982,0.6954826344002252,104.0,37.0
Sub humid southern plain and alluvial hill,0.5777777777777777,0.6499505928853755,0.644717879439705,90.0,44.0
South eastern humid plain,0.639344262295082,0.7164835164835165,0.6609907395741623,61.0,26.0
Arid Western Plain and Hyper Arid Partial irrigated,0.6981132075471698,0.6691919191919192,0.29283245426816923,53.0,9.0
Southern humid plain,0.55,0.7196969696969697,0.6819954106692457,40.0,18.0
Irrigated North Western Plain,0.42857142857142855,0.3,0.29166666666666663,7.0,2.0
