Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.6327645051194539,0.66715478729613,0.3890597689972683,1465.0,333.0
Transitional plain zone of Inland drainage,0.6317365269461078,0.6504055838521035,0.3521472521284399,668.0,155.0
Semi arid eastern plain,0.676,0.6185466112062639,0.3869107955736838,250.0,67.0
Transitional plain zone of Luni Basin,0.6927083333333334,0.7041687594173782,0.21419355671605914,192.0,11.0
Flood prone eastern plain,0.5673076923076923,0.7422347720855184,0.6316072959458656,104.0,37.0
Sub humid southern plain and alluvial hill,0.5666666666666667,0.6693306693306693,0.2445333721189515,90.0,13.0
South eastern humid plain,0.7049180327868853,0.6744186046511629,0.5391807287229304,61.0,18.0
Arid Western Plain and Hyper Arid Partial irrigated,0.5094339622641509,0.6,0.3224694146528352,53.0,13.0
Southern humid plain,0.525,0.7222222222222222,0.7005630721703935,40.0,18.0
Irrigated North Western Plain,0.2857142857142857,0.16666666666666663,0.16666666666666666,7.0,1.0
